40.88278,-98.37418,568.722900390625,0
40.88288,-98.3741,568.7991333007812,0
40.88304,-98.37401,568.6280517578125,0
40.88298,-98.37382,568.8848876953125,0
40.88295,-98.37368,569.0262451171875,0
40.88293,-98.37353,569.0030517578125,0
40.88292,-98.37342,568.9448852539062,0
40.88292,-98.37329,568.8721313476562,0
40.88293,-98.37312,568.7752685546875,0
40.88296,-98.37292,568.620849609375,0
40.88301,-98.37273,568.2913818359375,0
40.88306,-98.37258,568.0289916992188,0
40.88314,-98.37241,567.7273559570312,0
40.88319,-98.37232,567.5657348632812,0
40.8832,-98.3723,567.5299072265625,0
40.88329,-98.37218,567.5402221679688,0
40.88342,-98.37203,567.64453125,0
40.88345,-98.372,567.6634521484375,0
40.88353,-98.37193,567.7035522460938,0
40.88365,-98.37184,567.8016357421875,0
40.88377,-98.37177,567.9329223632812,0
40.88385,-98.37172,568.0452880859375,0
40.88392,-98.37169,568.1360473632812,0
40.88402,-98.37166,568.2583618164062,0
40.8841,-98.37165,568.3380126953125,0
40.88411,-98.37165,568.3457641601562,0
40.88421,-98.37164,568.4449462890625,0
40.88431,-98.37165,568.3958740234375,0
40.88445,-98.37168,568.2256469726562,0
40.88447,-98.37169,568.1951293945312,0
40.88456,-98.37173,568.0810546875,0
40.88464,-98.37177,567.9966430664062,0
40.88478,-98.37185,567.8983764648438,0
40.8848,-98.37187,567.8876953125,0
40.88486,-98.37192,567.8738403320312,0
40.88495,-98.372,567.890380859375,0
40.88498,-98.37202,567.8981323242188,0
40.8851,-98.37218,567.9415283203125,0
40.88522,-98.37236,567.9314575195312,0
40.88529,-98.3725,567.9114990234375,0
40.88534,-98.37264,567.916015625,0
40.8854,-98.37286,567.9599609375,0
40.88543,-98.37302,567.989013671875,0
40.88546,-98.37317,568,0
40.88609,-98.37314,568.2335205078125,0
40.88637,-98.37313,568.2299194335938,0
40.88663,-98.37309,568.3006591796875,0
40.88681,-98.37307,568.3483276367188,0
40.88703,-98.37305,568.4154052734375,0
40.88717,-98.37305,568.4806518554688,0
40.88729,-98.37306,568.531005859375,0
40.88735,-98.37305,568.5645751953125,0
40.88753,-98.37304,568.6542358398438,0
40.88768,-98.37304,568.7242431640625,0
40.88771,-98.37304,568.7142944335938,0
40.88789,-98.37304,568.654541015625,0
40.88798,-98.37304,568.6246337890625,0
40.88798,-98.37316,568.5545043945312,0
40.88799,-98.37515,568.4989013671875,45
40.88801,-98.37602,568.5472412109375,45
40.88802,-98.37655,568.6639404296875,45
40.88803,-98.37723,568.7060546875,45
40.88805,-98.3782,568.9896850585938,45
40.88806,-98.37842,569.2915649414062,45
40.88802,-98.37854,569.2046508789062,45
40.88801,-98.3791,568.4093017578125,45
40.88802,-98.38,568.5875244140625,40
40.88801,-98.38026,568.6448364257812,40
40.88801,-98.381,568.7713623046875,40
40.888,-98.3825,568.9000244140625,40
40.88802,-98.38276,568.942138671875,40
40.88803,-98.38276,568.953857421875,40
40.88804,-98.38277,568.9663696289062,40
40.88805,-98.38277,568.9782104492188,40
40.88806,-98.38278,568.9910888671875,40
40.88807,-98.38278,569.0029907226562,40
40.88808,-98.38279,569.0162353515625,40
40.88809,-98.3828,569.0296630859375,40
40.8881,-98.38281,569.0433349609375,40
40.8881,-98.38282,569.044921875,40
40.88811,-98.38283,569.0589599609375,40
40.88812,-98.38284,569.0731811523438,40
40.88812,-98.38286,569.0767211914062,40
40.88813,-98.38287,569.0914306640625,40
40.88813,-98.38288,569.0933227539062,40
40.88814,-98.38289,569.1083984375,40
40.88814,-98.38291,569.1123657226562,40
40.88814,-98.38292,569.1143798828125,40
40.88814,-98.38294,569.118408203125,40
40.88814,-98.38295,569.120361328125,40
40.88814,-98.38296,569.1223754882812,40
40.88814,-98.38298,569.1264038085938,40
40.88814,-98.38299,569.12841796875,40
40.88814,-98.38301,569.1323852539062,40
40.88814,-98.38302,569.1343994140625,40
40.88813,-98.38303,569.1216430664062,40
40.88813,-98.38304,569.12353515625,40
40.88813,-98.38305,569.1254272460938,40
40.88812,-98.38306,569.1122436523438,40
40.88812,-98.38307,569.114013671875,40
40.88811,-98.38308,569.1004638671875,40
40.88811,-98.38309,569.1021728515625,40
40.8881,-98.3831,569.0882568359375,40
40.88809,-98.38311,569.0741577148438,40
40.88808,-98.38312,569.0598754882812,40
40.88807,-98.38313,569.0452880859375,40
40.88807,-98.38314,569.0465087890625,40
40.88806,-98.38314,569.030517578125,40
40.888,-98.38344,568.9735107421875,40
40.88799,-98.3842,568.9827270507812,40
40.88798,-98.38515,569.054931640625,40
40.88796,-98.38602,569.281494140625,40
40.88796,-98.38606,569.3423461914062,40
40.88795,-98.38742,570.7166137695312,40
40.88792,-98.38891,569.4296875,40
40.88791,-98.38956,569.5858764648438,40
40.8879,-98.39041,569.9141845703125,40
40.88788,-98.39267,570.2818603515625,40
40.88788,-98.39293,570.311767578125,40
40.88786,-98.39409,569.8121337890625,40
40.88786,-98.39458,570.0577392578125,40
40.88783,-98.39628,571.0628051757812,40
40.88783,-98.39648,571.1223754882812,40
40.88783,-98.39708,571.354248046875,40
40.88783,-98.39747,571.6627807617188,40
40.88783,-98.39936,573.1091918945312,40
40.88784,-98.40047,573.1981201171875,40
40.88785,-98.40163,575.1663818359375,40
40.88786,-98.40251,575.9574584960938,40
